"order_id,customer_id,restaurant_id,order_date,delivery_time,order_amount,order_status"
"1424,96,108,2026-01-21 19:25:52,42,246.59, Cancelled"
"1425,175,130,2026-01-19 18:36:46,24,460.85,Delivered"
"1426,189,122,2026-01-06 15:48:17,44,944.08, Cancelled"
"1427,192,141,2026-01-04 10:32:55,47,410.17,Delivered"
"1428,168,105,2026-02-01 00:51:48,56,768.71, Cancelled"
"1429,121,145,2026-01-10 14:53:28,54,513.4, Cancelled"
"1430,133,131,2026-01-10 06:41:44,28,964.27,Pending"
"1431,144,138,2026-02-10 21:28:37,47,465.93,Pending"
"1432,55,121,2026-01-20 18:59:01,23,887.45, Cancelled"
"1433,143,117,2026-01-16 01:04:20,41,801.25, Cancelled"
"1434,1,115,2026-01-03 18:53:05,49,235.92,Pending"
"1435,20,143,2026-01-03 16:27:23,31,994.82,Delivered"
"1436,137,111,2026-01-31 21:19:50,57,314.54,Delivered"
"1437,114,102,2026-02-04 11:46:30,28,848.25,Pending"
"1438,91,127,2026-01-04 17:18:46,31,839.2,Pending"
"1439,106,145,2026-02-08 11:11:23,42,307.33, Cancelled"
"1440,175,141,2026-01-02 15:13:21,55,538.72,Pending"
"1441,78,107,2026-02-05 10:39:24,57,846.41, Cancelled"
"1442,87,148,2026-01-15 07:00:03,27,625.81, Cancelled"
"1443,86,124,2026-01-17 02:09:14,41,583.91, Cancelled"
"1444,34,130,2026-01-03 07:08:11,47,274.86, Cancelled"
"1445,190,115,2026-01-14 17:42:08,35,775.17,Pending"
"1446,199,147,2026-01-29 04:08:46,46,485.85,Pending"
"1447,71,130,2026-02-08 07:10:07,30,535.94, Cancelled"
"1448,106,113,2026-02-08 23:09:21,26,218.78,Pending"
"1449,137,115,2026-01-05 16:22:24,54,892.62,Delivered"
"1450,49,113,2026-02-06 07:14:58,35,535.41,Delivered"
"1451,73,120,2026-01-29 18:20:08,20,911.55, Cancelled"
"1452,198,110,2026-02-12 21:40:08,25,382.95,Delivered"
"1453,56,104,2026-01-25 01:12:22,56,543.53,Delivered"
"1454,108,131,2026-01-24 09:48:37,50,419.06, Cancelled"
"1455,7,120,2026-01-13 07:09:09,40,959.76,Delivered"
"1456,174,105,2026-01-15 03:09:54,29,459.36,Delivered"
"1457,132,133,2026-01-21 23:09:13,36,993.94, Cancelled"
"1458,194,103,2026-01-08 19:27:17,44,726.65, Cancelled"
"1459,136,143,2026-02-10 10:43:06,50,202.3,Delivered"
"1460,68,128,2026-01-03 02:03:39,23,249.42, Cancelled"
"1461,137,136,2026-02-05 12:22:31,60,359.29,Pending"
"1462,176,117,2026-01-09 10:48:40,42,736.74,Delivered"
"1463,97,132,2026-01-26 10:48:23,48,504.85,Pending"
"1464,185,107,2026-02-02 11:35:14,58,288.63,Pending"
"1465,64,130,2026-01-05 16:51:10,29,749.51,Delivered"
"1466,25,128,2026-02-09 08:11:38,52,407.34,Pending"
"1467,159,143,2026-01-19 07:08:05,32,481.72, Cancelled"
"1468,145,146,2026-01-26 06:10:39,48,700.16,Delivered"
"1469,43,143,2026-01-20 07:32:25,50,609.56,Pending"
"1470,50,108,2026-02-05 14:50:16,34,485.06, Cancelled"
"1471,128,150,2026-01-27 18:54:56,49,948.58,Pending"
"1472,198,142,2026-01-15 22:10:15,35,821.27,Delivered"
"1473,22,117,2026-01-24 13:33:13,52,907.95,Pending"
"1474,46,109,2026-01-28 16:08:09,25,355.57,Delivered"
"1475,165,149,2026-01-26 06:00:50,29,602.61, Cancelled"
"1476,152,146,2026-01-30 02:49:54,24,493.08,Delivered"
"1477,196,128,2026-01-11 19:03:32,47,360.64,Pending"
"1478,193,136,2026-02-03 11:24:56,35,375.79, Cancelled"
"1479,102,110,2026-01-11 22:04:42,50,342.32,Delivered"
"1480,181,101,2026-02-04 05:30:54,49,786.28, Cancelled"
"1481,104,123,2026-01-21 01:35:10,58,799.61,Delivered"
"1482,40,109,2026-02-06 13:45:57,49,904.23,Delivered"
"1483,108,140,2026-01-11 07:43:37,50,626.3, Cancelled"
"1484,191,125,2026-02-01 03:41:06,32,532.81, Cancelled"
"1485,51,103,2026-01-03 17:56:53,50,986.95, Cancelled"
"1486,114,121,2026-01-19 12:20:29,47,300.29,Delivered"
"1487,139,133,2026-01-17 07:54:38,55,649.85, Cancelled"
"1488,119,113,2026-01-06 18:27:58,39,990.6,Delivered"
"1489,83,122,2026-01-29 15:44:38,24,343.2, Cancelled"
"1490,93,106,2026-01-11 10:03:52,43,924.33, Cancelled"
"1491,36,116,2026-01-14 00:53:55,23,758.09,Delivered"
"1492,132,144,2026-01-05 02:11:11,37,686.44,Pending"
"1493,44,145,2026-01-13 22:17:27,50,333.36,Pending"
"1494,155,137,2026-01-15 20:17:42,55,625.82,Pending"
"1495,57,138,2026-01-20 07:02:03,37,333.35, Cancelled"
"1496,118,118,2026-01-25 15:01:23,49,326.66,Pending"
"1497,128,140,2026-01-30 15:54:45,24,684.82,Pending"
"1498,73,113,2026-01-09 13:36:07,49,315.57, Cancelled"
"1499,199,107,2026-01-28 18:22:52,23,996.34,Pending"
"1500,171,138,2026-01-02 03:44:29,47,430.31,Delivered"

